0.000000	0.000000	0.222406	0.000000	0.013747	0.000000	0.000000	0.000000	0.000000	0.030444	0.086244	0.002662	0.000000	0.000000	0.000000	0.000000	0.000000	0.084855	0.460332	0.000000	0.043676	0.001922	0.000000	0.000000	0.000000	0.000000	0.000105	0.000000	0.000000	0.053608
0.000000	0.000000	0.221605	0.000000	0.013602	0.000000	0.000000	0.000000	0.000000	0.030528	0.075696	0.002662	0.000000	0.000000	0.000000	0.000000	0.000000	0.084834	0.472054	0.000000	0.043315	0.001893	0.000000	0.000000	0.000000	0.000000	0.000104	0.000000	0.000000	0.053708
0.000000	0.000000	0.223464	0.000000	0.013707	0.000000	0.000000	0.000000	0.000000	0.030799	0.075900	0.002662	0.000000	0.000000	0.000000	0.000000	0.000000	0.085065	0.459094	0.000000	0.053682	0.001896	0.000000	0.000000	0.000000	0.000000	0.000104	0.000000	0.000000	0.053627
0.000000	0.000000	0.221081	0.000000	0.013602	0.000000	0.000000	0.000000	0.000000	0.033828	0.075374	0.002662	0.000000	0.000000	0.000000	0.000000	0.000000	0.094117	0.459781	0.000000	0.043628	0.001893	0.000000	0.000000	0.000000	0.000000	0.000104	0.000000	0.000000	0.053930
0.000000	0.000000	0.219536	0.000000	0.013602	0.000000	0.000000	0.000000	0.000000	0.030385	0.075356	0.002662	0.000000	0.000000	0.000000	0.000000	0.000000	0.084312	0.475594	0.000000	0.043110	0.001893	0.000000	0.000000	0.000000	0.000000	0.000104	0.000000	0.000000	0.053446
0.000000	0.000000	0.221507	0.000000	0.013602	0.000000	0.000000	0.000000	0.000000	0.030401	0.088426	0.002662	0.000000	0.000000	0.000000	0.000000	0.000000	0.084382	0.459954	0.000000	0.043453	0.001893	0.000000	0.000000	0.000000	0.000000	0.000104	0.000000	0.000000	0.053616
0.000000	0.001509	0.000000	0.000000	0.000000	0.000035	0.312334	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.524340	0.000000	0.000000	0.000000	0.000000	0.161782	0.000000
0.000000	0.001626	0.000000	0.000000	0.000000	0.000035	0.326808	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.523457	0.000000	0.000000	0.000000	0.000000	0.148075	0.000000
0.000000	0.000000	0.226346	0.000000	0.017308	0.000000	0.000000	0.000000	0.000000	0.030382	0.075570	0.002662	0.000000	0.000000	0.000000	0.000000	0.000000	0.084480	0.463171	0.000000	0.043384	0.002380	0.000000	0.000000	0.000000	0.000000	0.000104	0.000000	0.000000	0.054215
0.000000	0.000000	0.221006	0.000000	0.013602	0.000000	0.000000	0.000000	0.000000	0.030352	0.075556	0.002662	0.000000	0.000000	0.000000	0.000000	0.000000	0.084257	0.473659	0.000000	0.043089	0.001893	0.000000	0.000000	0.000000	0.000000	0.000124	0.000000	0.000000	0.053801
0.000000	0.000000	0.220089	0.000000	0.013602	0.000000	0.000000	0.000000	0.000000	0.030401	0.075445	0.002662	0.000000	0.000000	0.000000	0.000000	0.000000	0.084570	0.459456	0.000000	0.043108	0.001893	0.000000	0.000000	0.000000	0.000000	0.000104	0.000000	0.000000	0.068670
0.000000	0.001513	0.000000	0.000000	0.000000	0.000039	0.311720	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.538199	0.000000	0.000000	0.000000	0.000000	0.148529	0.000000
