0.0	0.0	0.0	0.0	0.0	2.67414864943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	1.98100146887	0.0	0.0	0.0	9.90500734433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.98100146887	0.0	0.0	0.0
0.0	1.98100146887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.98100146887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.98100146887	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	2.67414864943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.67414864943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	5.34829729885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.26868354132	0.0	2.26868354132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.98100146887	0.0	0.0	1.98100146887	0.0	0.0	0.0	0.0	0.0	0.0	1.98100146887	0.0	0.0	0.0
0.0	0.0	0.969400557188	0.0	0.0	0.969400557188	0.0	0.969400557188	3.87760222875	0.0	1.93880111438	0.0	0.969400557188	0.0	1.93880111438	0.0	0.0	0.0	1.93880111438	0.969400557188	0.0	0.0	0.0	0.0	0.969400557188	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.67414864943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.26868354132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.26868354132	0.0	0.0	0.0
